6	DTXSID6020278
6	HMS2233O04
6	BCP27853
6	STR01511
6	ZINC1540301
6	Tox21_201956
6	Tox21_302802
6	ANW-40849
6	BBL009322
6	BDBM50458521
6	SBB060419
6	STK387094
6	1-Chloro-2,4-dinitrobenzene, 97%
6	AKOS000118946
6	1 - Chloro - 2,4 - dinitrobenzene
6	1-Chloro-2,4-dinitrobenzene, ~95%
6	DB11831
6	MCULE-9671248933
6	1-Chloro-2,4-dinitrobenzene, >=99%
6	NCGC00164061-01
6	NCGC00164061-02
6	NCGC00164061-03
6	NCGC00256396-01
6	NCGC00259505-01
6	DB-057658
6	AM20050502
6	ST50826821
6	AZ0001-0018
6	B-1264
6	C14397
6	Q209216
6	1-Chloro-2,4-dinitrobenzene, technical grade, 95%
6	W-100123
6	1-Chloro-2,4-dinitrobenzene 100 microg/mL in Methanol
6	3-(3-hydroxy-2-methyl-4-oxo-1-pyridyl)propanoic acid
6	F1908-0126
7	9-Ethyladenine
7	2715-68-6
7	9-ethyl-9h-purin-6-amine
7	9H-Purin-6-amine,9-ethyl
7	9-Ethyl-9H-purin-6-ylamine
7	9-ethylpurin-6-amine
7	N9-Ethyladenine
7	9H-Purin-6-amine, 9-ethyl-
7	9-ethyl adenine
7	Adenine, 9-ethyl- (8CI)
7	9H-Purin-6-amine,9-ethyl-
7	CHEMBL304009
7	Adenine, 9-ethyl-
7	9-Ethyl-9H-adenine
7	N9 -ethyladenine
7	2EC
7	NSC 14580
7	6-Amino-9-ethylpurine
7	ACMC-1CJP6
7	(9-ethylpurin-6-yl)amine
7	SCHEMBL1924594
7	DTXSID50181616
7	ZINC402896
7	NSC14580
7	BDBM50009681
7	MFCD00037989
7	NSC-14580
7	AKOS012922847
7	9H-Purin-6-amine, 9-ethyl- (9CI)
7	AK146250
7	AS-48885
7	HY-119413
7	CS-0068117
7	Q27452930
8	2,3-Dihydroxy-3-methylpentanoic acid
8	2,3-dihydroxy-3-methylpentanoate
8	562-43-6
8	4,5-dideoxy-3-c-methylpentonic acid
8	2,3-dihydroxy-3-methylvalerate
8	pentonic acid, 4,5-dideoxy-3-C-methyl-
8	2,3-dihydroxy-3-methyl-pentanoic acid
8	valeric acid, 2,3-dihydroxy-3-methyl-
8	2,3-Dihydroxy-3-Methyl-Valeric acid
8	alpha,beta-dihydroxy-beta-methylvaleric acid
8	SCHEMBL42928
8	CHEBI:882
8	DTXSID00971589
8	2,3-dihydroxy-3-methylvaleric acid
8	LMFA01050469
8	AKOS006376279
8	C04104
8	Q2823199
9	DL-Myoinositol-1-phosphate  2 CHA
9	573-35-3
9	inositol-1-phosphate
9	SCHEMBL113868
9	CHEMBL281435
9	(2,3,4,5,6-pentahydroxycyclohexyl) dihydrogen phosphate
9	2831-74-5
9	DL-Myoinositol-1-phosphate . 2 CHA
9	D-MYO-INOSITOL-1-MONOPHOSPHATE DIPOTASSIUM SALT
9	Phosphoric acid 2,3,4,5,6-pentahydroxycyclohexyl ester
11	1,2-dichloroethane
11	Ethylene dichloride
11	107-06-2
11	Ethylene chloride
11	Ethane, 1,2-dichloro-
11	Dichloroethylene
11	Dutch liquid
11	Dutch oil
11	Ethane dichloride
11	Glycol dichloride
11	Aethylenchlorid
11	Dichloro-1,2-ethane
11	Dichloremulsion
11	1,2-Dichlorethane
11	Brocide
11	1,2-Ethylene dichloride
11	Bichlorure D'ethylene
11	Borer sol
11	Di-chlor-mulsion
11	1,2-DCE
11	Freon 150
11	sym-Dichloroethane
11	alpha,beta-Dichloroethane
11	EDC (halocarbon)
11	Destruxol borer-sol
11	1,2-Bichloroethane
11	2-Dichloroethane
11	Ethyleendichloride
11	Cloruro di ethene
11	Rcra waste number U077
11	1,2-Dicloroetano
11	Chlorure D'ethylene
